activity,category,entity,id,name
Theater,Kunst / Kultur,Theater,06Y08,Hermann-Ehlers-Gymnasium
Schach,Sport,Schach,06Y08,Hermann-Ehlers-Gymnasium
Debattieren,Gesellschaft / Partizipation,Debattieren,06Y08,Hermann-Ehlers-Gymnasium
Rudern,Sport,Rudern,06Y08,Hermann-Ehlers-Gymnasium
Volleyball,Sport,Volleyball,06Y08,Hermann-Ehlers-Gymnasium
Fußball,Sport,Fußball,06Y08,Hermann-Ehlers-Gymnasium
Hockey,Sport,Hockey,06Y08,Hermann-Ehlers-Gymnasium
Karate,Sport,Karate,06Y08,Hermann-Ehlers-Gymnasium
Chor,Musik / Tanz,Chor,06Y08,Hermann-Ehlers-Gymnasium
Gitarren-AG,Musik / Tanz,Gitarren-AG,06Y08,Hermann-Ehlers-Gymnasium
Förder-AGs,nc,Förder-AGs,07A05,Kolleg Schöneberg
Chor,Musik / Tanz,Chor,07A05,Kolleg Schöneberg
DELF,Sprachen,DELF,07A05,Kolleg Schöneberg
Kunst (Mappenvorbereitung),Kunst / Kultur,Kunst,07A05,Kolleg Schöneberg
Basketball,Sport,Basketball,05G04,Klosterfeld-Grundschule
Hausaufgabenbetreuung,Berufsorientierung,Hausaufgabenbetreuung,05G04,Klosterfeld-Grundschule
Theater,Kunst / Kultur,Theater,05G04,Klosterfeld-Grundschule
Schülerbücherei,Literatur / Medien,Schülerbücherei,05G04,Klosterfeld-Grundschule
Fahrradreparaturen,Handwerk,Fahrradreparaturen,05G04,Klosterfeld-Grundschule
Basketball,Sport,Basketball,05G04,Klosterfeld-Grundschule
Fußball,Sport,Fußball,05G04,Klosterfeld-Grundschule
Flöten,Musik / Tanz,Flöten,05G04,Klosterfeld-Grundschule
Schulgarten,Umwelt,Schulgarten,05G04,Klosterfeld-Grundschule
Gitarre,Musik / Tanz,Gitarre,05G04,Klosterfeld-Grundschule
Technischer Modellbau-ökologisches Basteln,Handwerk,Modellbau und Basteln,05G04,Klosterfeld-Grundschule
25 Musik-Arbeitsgemeinschaften,Musik / Tanz,Musik,05G05,Christoph-Földerich-Grundschule
Theater,Kunst / Kultur,Theater,04S02,Arno-Fuchs-Schule
Tanz,Musik / Tanz,Tanz,04S02,Arno-Fuchs-Schule
Fußball,Sport,Fußball,04S02,Arno-Fuchs-Schule
Kanu,Sport,Kanu,04S02,Arno-Fuchs-Schule
Musikgruppe,Musik / Tanz,Musik,04S02,Arno-Fuchs-Schule
Chor,Musik / Tanz,Chor,04S02,Arno-Fuchs-Schule
Kunst,Kunst / Kultur,Kunst,04S02,Arno-Fuchs-Schule
Englisch und Chemie ab Kl. 1,nc,Englisch und Chemie ab Kl. 1,07G28,Kiepert-Grundschule
Spanisch,Sprachen,Spanisch,07G28,Kiepert-Grundschule
Fußball,Sport,Fußball,07G28,Kiepert-Grundschule
Tanz,Musik / Tanz,Tanz,07G28,Kiepert-Grundschule
Instrumental-AG,Musik / Tanz,Instrumental-AG,07G28,Kiepert-Grundschule
Kunst,Kunst / Kultur,Kunst,07G28,Kiepert-Grundschule
Flöten,Musik / Tanz,Flöten,07G28,Kiepert-Grundschule
Aerobic u.a.,Sport,Aerobic,07G28,Kiepert-Grundschule
Basketball,Sport,Basketball,07G31,Carl-Sonnenschein-Grundschule
Fußball,Sport,Fußball,07G31,Carl-Sonnenschein-Grundschule
Turnen,Sport,Turnen,07G31,Carl-Sonnenschein-Grundschule
LAufen,Sport,Laufen,07G31,Carl-Sonnenschein-Grundschule
Tanzen,Musik / Tanz,Tanzen,07G31,Carl-Sonnenschein-Grundschule
Theater,Kunst / Kultur,Theater,07G31,Carl-Sonnenschein-Grundschule
Flöten,Musik / Tanz,Flöten,07G31,Carl-Sonnenschein-Grundschule
Kooperation mit der bezirkl. Musikschule,nc,Kooperation mit der bezirkl. Musikschule,07G31,Carl-Sonnenschein-Grundschule
Hausaufgabenbetreuung,Berufsorientierung,Hausaufgabenbetreuung,06G28,Ludwig-Bechstein-Grundschule
Sportspiele,Sport,Sportspiele,06G28,Ludwig-Bechstein-Grundschule
Kochen & Backen,Handwerk,Kochen und Backen,06G28,Ludwig-Bechstein-Grundschule
Instrumente und Musik,Musik / Tanz,Instrumente,06G28,Ludwig-Bechstein-Grundschule
PC-comp@ss,Naturwissenschaft / Technik,PC-comp@ss,06G28,Ludwig-Bechstein-Grundschule
Theater,Kunst / Kultur,Theater,06G28,Ludwig-Bechstein-Grundschule
Chor,Musik / Tanz,Chor,06G28,Ludwig-Bechstein-Grundschule
Tanzen,Musik / Tanz,Tanzen,06G28,Ludwig-Bechstein-Grundschule
Mädchen-AG,Gesellschaft / Partizipation,Mädchen-AG,06G28,Ludwig-Bechstein-Grundschule
Jungen-AG,Gesellschaft / Partizipation,Jungen-AG,06G28,Ludwig-Bechstein-Grundschule
"""Sport macht doch Spaß""",no category,no group,06G28,Ludwig-Bechstein-Grundschule
Rudern,Sport,Rudern,07Y04,Paul-Natorp-Gymnasium
Basketball,Sport,Basketball,07Y04,Paul-Natorp-Gymnasium
Volleyball,Sport,Volleyball,07Y04,Paul-Natorp-Gymnasium
Fußball,Sport,Fußball,07Y04,Paul-Natorp-Gymnasium
Salonorchester,Musik / Tanz,Orchester,07Y04,Paul-Natorp-Gymnasium
Blechbläser,Musik / Tanz,Blechbläser,07Y04,Paul-Natorp-Gymnasium
Saxophon,Musik / Tanz,Saxophon,07Y04,Paul-Natorp-Gymnasium
Gitarre für Anfänger und Fortgeschrittene,Musik / Tanz,Gitarre,07Y04,Paul-Natorp-Gymnasium
Smallband,Musik / Tanz,Band,07Y04,Paul-Natorp-Gymnasium
Big Band,Musik / Tanz,Big Band,07Y04,Paul-Natorp-Gymnasium
Chor,Musik / Tanz,Chor,07Y04,Paul-Natorp-Gymnasium
Band,Musik / Tanz,Band,07Y04,Paul-Natorp-Gymnasium
Musical,Musik / Tanz,Musical,07Y04,Paul-Natorp-Gymnasium
Homepage,Naturwissenschaft / Technik,Homepage,07Y04,Paul-Natorp-Gymnasium
Tontechnik,Naturwissenschaft / Technik,Tontechnik,07Y04,Paul-Natorp-Gymnasium
Klima,Umwelt,Klima,07Y04,Paul-Natorp-Gymnasium
Philosophie,Gesellschaft / Partizipation,Philosophie,07Y04,Paul-Natorp-Gymnasium
Spanisch,Sprachen,Spanisch,07Y04,Paul-Natorp-Gymnasium
Vorbereitung DELF-Sprachprüfung,Sprachen,DELF,07Y04,Paul-Natorp-Gymnasium
Debattierclub,Gesellschaft / Partizipation,Debattierclub,07Y04,Paul-Natorp-Gymnasium
Religion / Philosophie,Kunst / Kultur,Religion und Philosophie,07Y04,Paul-Natorp-Gymnasium
Comedy-Club,Kunst / Kultur,Comedy,07Y04,Paul-Natorp-Gymnasium
Schulsanitätsdienst,Gesellschaft / Partizipation,Schulsanitätsdienst,07Y04,Paul-Natorp-Gymnasium
Mediation,Gesellschaft / Partizipation,Mediation,07Y04,Paul-Natorp-Gymnasium
Arabisch für Nichtmuttersprachler,Sprachen,Arabisch,02P03,Islamische Grundschule
Tischtennis,Sport,Tischtennis,02P03,Islamische Grundschule
Handarbeiten,Handwerk,Handarbeiten,02P03,Islamische Grundschule
Theater,Kunst / Kultur,Theater,02P03,Islamische Grundschule
Schülerzeitung,Literatur / Medien,Schülerzeitung,02P03,Islamische Grundschule
Meditation,Sport,Meditation,02P03,Islamische Grundschule
Theater,Kunst / Kultur,Theater,04G07,Ludwig-Cauer-Grundschule
Fußball,Sport,Fußball,04G07,Ludwig-Cauer-Grundschule
Computer,Naturwissenschaft / Technik,Computer,04G07,Ludwig-Cauer-Grundschule
Podcast,Literatur / Medien,Podcast,04G07,Ludwig-Cauer-Grundschule
Hausaufgaben,Berufsorientierung,Hausaufgaben,04G07,Ludwig-Cauer-Grundschule
Cauer-Band,Musik / Tanz,Band,04G07,Ludwig-Cauer-Grundschule
Laufen,Sport,Laufen,04G07,Ludwig-Cauer-Grundschule
Musical-Theater,Musik / Tanz,Musical,04G07,Ludwig-Cauer-Grundschule
Tanz-Theater,Musik / Tanz,Tanz,04G07,Ludwig-Cauer-Grundschule
Chor,Musik / Tanz,Chor,04G07,Ludwig-Cauer-Grundschule
Computer-Technik,Naturwissenschaft / Technik,Computertechnik,02K10,Ferdinand-Freiligrath-Schule (Integrierte Sekundarschule)
Französisch,Sprachen,Französisch,02K10,Ferdinand-Freiligrath-Schule (Integrierte Sekundarschule)
Fußball,Sport,Fußball,02K10,Ferdinand-Freiligrath-Schule (Integrierte Sekundarschule)
Graffiti,Kunst / Kultur,Graffiti,02K10,Ferdinand-Freiligrath-Schule (Integrierte Sekundarschule)
Modedesign,Literatur / Medien,Modedesign,02K10,Ferdinand-Freiligrath-Schule (Integrierte Sekundarschule)
Manga,Kunst / Kultur,Manga,02K10,Ferdinand-Freiligrath-Schule (Integrierte Sekundarschule)
Schach,Sport,Schach,02K10,Ferdinand-Freiligrath-Schule (Integrierte Sekundarschule)
Fotografie,Literatur / Medien,Fotografie,02K10,Ferdinand-Freiligrath-Schule (Integrierte Sekundarschule)
Französisch,Sprachen,Französisch,02K10,Ferdinand-Freiligrath-Schule (Integrierte Sekundarschule)
Musik,Musik / Tanz,Musik,02K10,Ferdinand-Freiligrath-Schule (Integrierte Sekundarschule)
Literaturwerkstatt,Literatur / Medien,Literaturwerkstatt,02K10,Ferdinand-Freiligrath-Schule (Integrierte Sekundarschule)
Tanzen,Musik / Tanz,Tanzen,02K10,Ferdinand-Freiligrath-Schule (Integrierte Sekundarschule)
Vorbereitung auf den MSA,nc,Vorbereitung auf den MSA,02K10,Ferdinand-Freiligrath-Schule (Integrierte Sekundarschule)
Chor,Musik / Tanz,Chor,04Y05,Herder-Gymnasium
Orchester,Musik / Tanz,Orchester,04Y05,Herder-Gymnasium
Theater,Kunst / Kultur,Theater,04Y05,Herder-Gymnasium
Russisch,Sprachen,Russisch,04Y05,Herder-Gymnasium
Volleyball,Sport,Volleyball,04Y05,Herder-Gymnasium
Hockey,Sport,Hockey,04Y05,Herder-Gymnasium
Mädchenfußball,Sport,Fußball,04Y05,Herder-Gymnasium
Roboter-AG,Naturwissenschaft / Technik,Roboter,04Y05,Herder-Gymnasium
Schulgarten,Umwelt,Schulgarten,04Y05,Herder-Gymnasium
Mathematischer Zirkel,Naturwissenschaft / Technik,Mathematik,04Y05,Herder-Gymnasium
Schach,Sport,Schach,04Y05,Herder-Gymnasium
Schülerzeitung u.a.,Literatur / Medien,Schülerzeitung,04Y05,Herder-Gymnasium
Hardware,Naturwissenschaft / Technik,Hardware,02Y05,Dathe-Gymnasium
Homepage,Naturwissenschaft / Technik,Homepage,02Y05,Dathe-Gymnasium
Mathematik,Naturwissenschaft / Technik,Mathematik,02Y05,Dathe-Gymnasium
Chor,Musik / Tanz,Chor,02Y05,Dathe-Gymnasium
Schach,Sport,Schach,02Y05,Dathe-Gymnasium
Keyboard,Musik / Tanz,Keyboard,02Y05,Dathe-Gymnasium
diverse sportliche AG's,Sport,Sport,02Y05,Dathe-Gymnasium
Fußball,Sport,Fußball,02K01,Ellen-Key-Schule
Skaten,Sport,Skaten,02K01,Ellen-Key-Schule
Turnen,Sport,Turnen,02K01,Ellen-Key-Schule
Basketball,Sport,Basketball,02K01,Ellen-Key-Schule
Gitarre,Musik / Tanz,Gitarre,02K01,Ellen-Key-Schule
Frisur&Kosmetik,Kunst / Kultur,Frisur und Kosmetik,02K01,Ellen-Key-Schule
Mode und Design,Kunst / Kultur,Mode und Design,02K01,Ellen-Key-Schule
Spanisch-Kunst und Leben,Kunst / Kultur,Spanisch,02K01,Ellen-Key-Schule
Englisch für Fortgeschrittene,Sprachen,Englisch,02K01,Ellen-Key-Schule
Theater,Kunst / Kultur,Theater,02K01,Ellen-Key-Schule
Zirkus,Kultur / Kunst,Zirkus,02K01,Ellen-Key-Schule
Medien- und Bildgestaltung,Literatur / Medien,Medien- und Bildgestaltung,02K01,Ellen-Key-Schule
diverse AG`s,nc,diverse AG`s,02G22,Jens-Nydahl-Grundschule
Lecturas,Literatur / Medien,Lecturas,04G04,Joan-Miró-Grundschule
Knobelkiste,Handwerk,Knobelkiste,04G04,Joan-Miró-Grundschule
Gesellschaftsspiele,Gesellschaft / Partizipation,Gesellschaftsspiele,04G04,Joan-Miró-Grundschule
Wortspiele,Sprachen,Wortspiele,04G04,Joan-Miró-Grundschule
Sticken,Handwerk,Sticken,04G04,Joan-Miró-Grundschule
Spiele auf dem Hof,Sport,Spiele,04G04,Joan-Miró-Grundschule
Computerkurs,Naturwissenschaft / Technik,Computerkurs,04G04,Joan-Miró-Grundschule
Fußball,Sport,Fußball,04G04,Joan-Miró-Grundschule
Basketball,Sport,Basketball,04G04,Joan-Miró-Grundschule
offene Angebote (z.B. Kochen und Backen,Handwerk,Kochen und Backen,04G04,Joan-Miró-Grundschule
Skateboard,Sport,Skateboard,04G04,Joan-Miró-Grundschule
Encaustic,Kunst / Kultur,Encaustic,04G04,Joan-Miró-Grundschule
Perlenarbeiten,Handwerk,Perlenarbeiten,04G04,Joan-Miró-Grundschule
HipHop,Musik / Tanz,HipHop,04G04,Joan-Miró-Grundschule
Teppichknüpfen,Handwerk,Teppichknüpfen,04G04,Joan-Miró-Grundschule
Embossing,Handwerk,Embossing,04G04,Joan-Miró-Grundschule
Fliesengestaltung u.a.),Handwerk,Fliesengestaltung,04G04,Joan-Miró-Grundschule
Schülerzeitung,Literatur / Medien,Schülerzeitung,02S03,Margarethe-von-Witzleben-Schule
zahlreiche Arbeitsgemeinschaften,nc,zahlreiche Arbeitsgemeinschaften,02S03,Margarethe-von-Witzleben-Schule
Jahrgänge 1 & 2: Backen,Handwerk,Backen,03G02,Heinrich-Roller-Grundschule
Basteln,Handwerk,Basteln,03G02,Heinrich-Roller-Grundschule
Sticken,Handwerk,Sticken,03G02,Heinrich-Roller-Grundschule
Sport,Sport,Sport,03G02,Heinrich-Roller-Grundschule
Singespatzen,Musik / Tanz,Singespatzen,03G02,Heinrich-Roller-Grundschule
Jahrgänge 3 & 4: Backen,Handwerk,Backen,03G02,Heinrich-Roller-Grundschule
Handarbeit,Handwerk,Handarbeit,03G02,Heinrich-Roller-Grundschule
Kreatives Gestalten,Kunst / Kultur,Kreatives Gestalten,03G02,Heinrich-Roller-Grundschule
Spotspiele,Sport,Spotspiele,03G02,Heinrich-Roller-Grundschule
Schülerzeitung,Literatur / Medien,Schülerzeitung,03G02,Heinrich-Roller-Grundschule
Knobeln,Naturwissenschaft / Technik,Knobeln,03G02,Heinrich-Roller-Grundschule
Schach,Sport,Schach,03G02,Heinrich-Roller-Grundschule
Entspannung,nc,Entspannung,03G02,Heinrich-Roller-Grundschule
Theater,Kunst / Kultur,Theater,03G02,Heinrich-Roller-Grundschule
Basteln mit Naturmaterialien,Handwerk,Basteln,03G02,Heinrich-Roller-Grundschule
Computer,Naturwissenschaft / Technik,Computer,03G02,Heinrich-Roller-Grundschule
Kostenpflichtig: Tanzen,Musik / Tanz,Tanzen,03G02,Heinrich-Roller-Grundschule
Töpfern,Handwerk,Töpfern,03G02,Heinrich-Roller-Grundschule
Basketball,Sport,Basketball,03G02,Heinrich-Roller-Grundschule
Capoeira,Musik / Tanz,Capoeira,03G02,Heinrich-Roller-Grundschule
Karate,Sport,Karate,03G02,Heinrich-Roller-Grundschule
Judo,Sport,Judo,03G02,Heinrich-Roller-Grundschule
Italienisch,Sprachen,Italienisch,03G02,Heinrich-Roller-Grundschule
Französisch,Sprachen,Französisch,03G02,Heinrich-Roller-Grundschule
Schauspiel,Kunst / Kultur,Schauspiel,03G05,Homer-Grundschule
Griech. Theater,Kunst / Kultur,Griechisches Theater,03G05,Homer-Grundschule
Fußball,Sport,Fußball,03G05,Homer-Grundschule
Karate,Sport,Karate,03G05,Homer-Grundschule
Musical,Musik / Tanz,Musical,03G05,Homer-Grundschule
Schach,Sport,Schach,03G05,Homer-Grundschule
Mathe-Knobeln,Naturwissenschaft / Technik,Mathematik,03G05,Homer-Grundschule
Freiland-Sport,Sport,Sport,03G05,Homer-Grundschule
Naturwissenschaften,Naturwissenschaft / Technik,Naturwissenschaften,03G05,Homer-Grundschule
Kreativkurse in der ergänzenden Betreuung,Kunst / Kultur,Kreativkurse,03G05,Homer-Grundschule
div. Sportangebote,Sport,Sportangebote,02G26,Lemgo-Grundschule
Schach,Sport,Schach,02G26,Lemgo-Grundschule
Computer/Internet,Naturwissenschaft / Technik,Computer und Internet,02G26,Lemgo-Grundschule
Filzen,Handwerk,Filzen,02G26,Lemgo-Grundschule
Capoeira,Musik / Tanz,Capoeira,02G26,Lemgo-Grundschule
viele AG`s im musisch-künsterischen,nc,viele AG`s im musisch-künsterischen,02G27,Hunsrück-Grundschule
technischen,nc,technischen,02G27,Hunsrück-Grundschule
handwerklichen und naturwissenschaftlichen Bereichen,nc,handwerklichen und naturwissenschaftlichen Bereichen,02G27,Hunsrück-Grundschule
Schülerzeitung,Literatur / Medien,Schülerzeitung,04Y06,Heinz-Berggruen-Gymnasium
Rudern,Sport,Rudern,04Y06,Heinz-Berggruen-Gymnasium
Basketball,Sport,Basketball,04Y06,Heinz-Berggruen-Gymnasium
Sinfonisches Blasorchester,Musik / Tanz,Blasorchester,04Y06,Heinz-Berggruen-Gymnasium
Big Band,Musik / Tanz,Big Band,04Y06,Heinz-Berggruen-Gymnasium
Combo,nc,Combo,04Y06,Heinz-Berggruen-Gymnasium
Chor,Musik / Tanz,Chor,04Y06,Heinz-Berggruen-Gymnasium
Großes Orchester,Musik / Tanz,Orchester,04Y06,Heinz-Berggruen-Gymnasium
Keramik,Handwerk,Keramik,04Y06,Heinz-Berggruen-Gymnasium
Fotografie,Literatur / Medien,Fotografie,04Y06,Heinz-Berggruen-Gymnasium
Religion,Gesellschaft / Partizipation,Religion,04Y06,Heinz-Berggruen-Gymnasium
"Mathematikwettbewerb ""Ideefix""",nc,"Mathematikwettbewerb ""Ideefix""",04Y06,Heinz-Berggruen-Gymnasium
Darstellendes Spiel,Gesellschaft / Partizipation,Darstellendes Spiel,04K02,Friedensburg-Schule
Medien und Kommunikation,Literatur / Medien,Medien und Kommunikation,04K02,Friedensburg-Schule
Chor,Musik / Tanz,Chor,04G02,Lietzensee-Grundschule
Schülerzeitung,Literatur / Medien,Schülerzeitung,04G02,Lietzensee-Grundschule
Leseclub,Literatur / Medien,Leseclub,04G02,Lietzensee-Grundschule
div. AG`s,nc,div. AG`s,04G05,Dietrich-Bonhoeffer-Grundschule
Bläserklasse,Musik / Tanz,Bläserklasse,02Y06,Leibniz-Gymnasium
Kammerorchester,Musik / Tanz,Orchester,02Y06,Leibniz-Gymnasium
Schülerbands,Musik / Tanz,Band,02Y06,Leibniz-Gymnasium
Chor,Musik / Tanz,Chor,02Y06,Leibniz-Gymnasium
Fußball,Sport,Fußball,02Y06,Leibniz-Gymnasium
Basketball,Sport,Basketball,02Y06,Leibniz-Gymnasium
Fribee,Sport,Frisbee,02Y06,Leibniz-Gymnasium
Darstellendes Spiel,Gesellschaft / Partizipation,Darstellendes Spiel,02Y06,Leibniz-Gymnasium
Schülerbücherei,Literatur / Medien,Schülerbücherei,02Y06,Leibniz-Gymnasium
Italienisch,Sprachen,Italienisch,02Y06,Leibniz-Gymnasium
Spanisch,Sprachen,Spanisch,02Y06,Leibniz-Gymnasium
Kochen,Handwerk,Kochen,02Y06,Leibniz-Gymnasium
Klettern,Sport,Klettern,02Y06,Leibniz-Gymnasium
Chemie,Naturwissenschaft / Technik,Chemie,02Y06,Leibniz-Gymnasium
AG-Angebot an zwei Nachmittagen: Filzen,Handwerk,Filzen,03S03,Helene-Haeusler-Schule
Keramik,Handwerk,Keramik,03S03,Helene-Haeusler-Schule
Kunst,Kunst / Kultur,Kunst,03S03,Helene-Haeusler-Schule
Textiles Gestalten,Handwerk,Textiles Gestalten,03S03,Helene-Haeusler-Schule
Schwarzlicht-Theater,Kunst / Kultur,Theater,03S03,Helene-Haeusler-Schule
Entspannung im Wasser,Sport,Entspannung im Wasser,03S03,Helene-Haeusler-Schule
Spielschwimmen im Therapiebad für mehrfach behinderte Schüler/innen,Sport,Spielschwimmen,03S03,Helene-Haeusler-Schule
Trampolin,Sport,Trampolin,03S03,Helene-Haeusler-Schule
Federball,Sport,Federball,03S03,Helene-Haeusler-Schule
Fußball,Sport,Fußball,03S03,Helene-Haeusler-Schule
Yoga,Sport,Yoga,03S03,Helene-Haeusler-Schule
Kleine Spiele,Gesellschaft / Partizipation,Spiele,03S03,Helene-Haeusler-Schule
Fahrrad,Sport,Fahrrad,03S03,Helene-Haeusler-Schule
Spiel- und Bewegungslieder,Musik / Tanz,Spiel- und Bewegungslieder,03S03,Helene-Haeusler-Schule
Schülerband,Musik / Tanz,Band,03S03,Helene-Haeusler-Schule
Trommeln,Musik / Tanz,Trommeln,03S03,Helene-Haeusler-Schule
Garten,Umwelt,Garten,03S03,Helene-Haeusler-Schule
Kochen,Handwerk,Kochen,03S03,Helene-Haeusler-Schule
Schülerzeitung,Literatur / Medien,Schülerzeitung,03S03,Helene-Haeusler-Schule
Schmökerstunde in der Bibliothek u.a.,Literatur / Medien,Schmökerstunde,03S03,Helene-Haeusler-Schule
u.a. sportliche Arbeitsgemeinschaften,Sport,Sport,03G08,Grundschule am Planetarium
chinesisch,Sprachen,Chinesisch,03G08,Grundschule am Planetarium
Trickfilmwerkstatt,Kunst / Kultur,Trickfilm,03G25,Carl-Humann-Grundschule
Druckwerkstatt,Handwerk,Druckwerkstatt,03G25,Carl-Humann-Grundschule
Theaterwerkstatt,Kunst / Kultur,Theater,03G25,Carl-Humann-Grundschule
Handball,Sport,Handball,03G25,Carl-Humann-Grundschule
Tischtennis,Sport,Tischtennis,03G25,Carl-Humann-Grundschule
Judo,Sport,Judo,03G25,Carl-Humann-Grundschule
Tanzen,Musik / Tanz,Tanzen,03G25,Carl-Humann-Grundschule
Schach,Sport,Schach,03G25,Carl-Humann-Grundschule
Englisch,Sprachen,Englisch,03G25,Carl-Humann-Grundschule
Schülerzeitung,Literatur / Medien,Schülerzeitung,03G25,Carl-Humann-Grundschule
Schlagzeugkurs,Musik / Tanz,Schlagzeug,03G25,Carl-Humann-Grundschule
Mathematik,Naturwissenschaft / Technik,Mathematik,04B08,Kläre-Bloch-Schule
Englisch,Sprachen,Englisch,04B08,Kläre-Bloch-Schule
Theater,Kunst / Kultur,Theater,04B08,Kläre-Bloch-Schule
Nähen,Handwerk,Nähen,04P22,Erste Aktivschule Charlottenburg (Grundschule)
Spanisch,Sprachen,Spanisch,04P22,Erste Aktivschule Charlottenburg (Grundschule)
Fußball,Sport,Fußball,04P22,Erste Aktivschule Charlottenburg (Grundschule)
Tanzen,Musik / Tanz,Tanzen,04P22,Erste Aktivschule Charlottenburg (Grundschule)
Kunst,Kunst / Kultur,Kunst,04P22,Erste Aktivschule Charlottenburg (Grundschule)
Klavier,Musik / Tanz,Klavier,04P22,Erste Aktivschule Charlottenburg (Grundschule)
Theater,Kunst / Kultur,Theater,01G01,Grundschule am Arkonaplatz
Chor,Musik / Tanz,Chor,01G01,Grundschule am Arkonaplatz
Basketball,Sport,Basketball,01G01,Grundschule am Arkonaplatz
Judo,Sport,Judo,01G01,Grundschule am Arkonaplatz
Fußball,Sport,Fußball,01G01,Grundschule am Arkonaplatz
Zirkus,Kultur / Kunst,Zirkus,01G01,Grundschule am Arkonaplatz
Handball,Sport,Handball,01G01,Grundschule am Arkonaplatz
Gitarre,Musik / Tanz,Gitarre,01G01,Grundschule am Arkonaplatz
Klavier,Musik / Tanz,Klavier,01G01,Grundschule am Arkonaplatz
Blockföte,Musik / Tanz,Blockföte,01G01,Grundschule am Arkonaplatz
Cello,Musik / Tanz,Cello,01G01,Grundschule am Arkonaplatz
Tanzen,Musik / Tanz,Tanzen,01G01,Grundschule am Arkonaplatz
Englisch Kl. 1/2,Sprachen,Englisch,01G01,Grundschule am Arkonaplatz
Französisch Kl. 1/2,Sprachen,Französisch,01G01,Grundschule am Arkonaplatz
Sportspiele,Sport,Sportspiele,01G01,Grundschule am Arkonaplatz
Judo,Sport,Judo,01G04,Kastanienbaum-Grundschule
Basketball,Sport,Basketball,01G04,Kastanienbaum-Grundschule
Handball,Sport,Handball,01G04,Kastanienbaum-Grundschule
Schulchor,Musik / Tanz,Chor,01G04,Kastanienbaum-Grundschule
Musikalische Früherziehung,Musik / Tanz,Musik,01G04,Kastanienbaum-Grundschule
Schach,Sport,Schach,01G04,Kastanienbaum-Grundschule
Kinderfitness,Sport,Fitness,01G04,Kastanienbaum-Grundschule
Tanzen,Musik / Tanz,Tanzen,01G04,Kastanienbaum-Grundschule
Forscherclub,Naturwissenschaft / Technik,Forschung,01G04,Kastanienbaum-Grundschule
Gestalten mit Naturmaterialien,Handwerk,Gestalten,01G04,Kastanienbaum-Grundschule
Natur und Technik,Naturwissenschaft / Technik,Natur und Technik,01G04,Kastanienbaum-Grundschule
Kinderatelier,Kunst / Kultur,Kinderatelier,01G04,Kastanienbaum-Grundschule
Sternstunde,nc,Sternstunde,01G04,Kastanienbaum-Grundschule
Stadtsafari,Kunst / Kultur,Stadtsafari,01G04,Kastanienbaum-Grundschule
